course,campus,class_number,component,auto_enrolls,days,times,location,waitlist,instructor,enrolled,limit
ARTSSCI 3191.01,,30898.0,F,,,,ONLINE,,R.Sallade,1,15
ARTSSCI 3191.02,,17783.0,F,,,,,,J.Brihm-Spann,3,20
ARTSSCI 3191.02,,17784.0,F,,,,,,J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28635.0,F,,,,ONLINE,,J.Brihm-Spann,3,20
ARTSSCI 3191.02,,28651.0,F,,,,,,{7W1} J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28652.0,F,,,,,,{7W1} J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28653.0,F,,,,ONLINE,,{7W1} J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28654.0,F,,,,,,{7W2} J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28655.0,F,,,,,,{7W2} J.Brihm-Spann,0,20
ARTSSCI 3191.02,,28656.0,F,,,,ONLINE,,{7W2} J.Brihm-Spann,0,20
ARTSSCI 4870,,17778.0,L,,T R,935A-1055,,,"T.Chute, D.Staley",9,25
ARTSSCI 5798,,28641.0,F,,,,,,,0,16
ARTSSCI 5798,,28640.0,F,,,,,,,0,3
ARTSSCI 6000,,30587.0,S,,R,910A-1055,SE0270,,{7W1} D.Fosler-Lussier,8,15
ARTSSCI 6750,,17777.0,L,,M,240P-0340,TFM0280,,T.Dugdale,13,20
ARTSSCI 1191,LMA,20680.0,F,,,,,,,0,10
ARTSSCI 1191,LMA,20686.0,F,,,,,,,0,10
ARTSSCI 2120,LMA,20681.0,L,,,,ONLINE,,"{7W2} C.Schneider, Z.Walton",5,15
ARTSSCI 3191.01,LMA,28708.0,F,,,,,,T.Cheeseman,3,8
ARTSSCI 1411,MNS,38253.0,L,,,,ONLINE,,{7W2} D.Dotson,3,10
ARTSSCI 1900,MNS,26928.0,S,,R,130P,OV0101,,{7W2} T.Hines,16,30
ARTSSCI 1101,MRN,28726.0,S,,,,,,{7W2},0,30
ARTSSCI 1102H,MRN,35618.0,S,,,,,,,0,20
ARTSSCI 1191,MRN,38226.0,F,,,,,,W.McCorkle,1,1
ARTSSCI 2120,MRN,28308.0,L,,,,ONLINE,,{7W2} P.Wood,8,10
ARTSSCI 3142.01,MRN,28433.0,L,,,,ONLINE,,"{7W2} D.Dotson, P.Wood",6,10
ARTSSCI 3191.01,MRN,27573.0,F,,,,MY0124,,J.Arnold,0,10
ARTSSCI 1101,NWK,28263.0,S,,M,130A,HRH2120,,C.Gonzales,36,60
ARTSSCI 1101,NWK,28264.0,S,,R,110P,HRH2120,,C.Gonzales,25,40
ARTSSCI 1101,NWK,28265.0,S,,W,245P,AF0210,,C.Gonzales,29,40
ARTSSCI 1101,NWK,28266.0,S,,M,220P,HRH2120,,C.Gonzales,31,42
ARTSSCI 1101,NWK,28267.0,S,,F,245P,HP0076,,C.Idleman,12,30
ARTSSCI 1102H,NWK,17191.0,S,,F,110A,WC0250,,D.Ruderman,15,15
ARTSSCI 2120,NWK,17289.0,L,,,,ONLINE,,{7W2} E.Cornelius,23,25
ARTSSCI 2120,NWK,37548.0,L,,,,ONLINE,,{7W1} D.Newman,23,25
ARTSSCI 2120,NWK,38267.0,L,,,,ONLINE,,"{7W2} C.Schneider, Z.Walton",11,10
ARTSSCI 2121,NWK,27875.0,L,,,,,,{7W1},0,0
DENTHYG 1100,,34285.0,L,,,,,,M.Coates,0,20
DENTHYG 2170,,34286.0,B,,T,730A-1130,PH0005H,,D.Kissell,35,35
DENTHYG 2310,,34288.0,C,,M,035A,PH3089A,,I.Novopoltseva,35,35
DENTHYG 2400,,34465.0,L,,W,230P,PH3089A,,J.Bishop,35,35
DENTHYG 3110,,34289.0,L,,M,230P-0225,PH3089A,,E.Chartier,35,35
DENTHYG 3130,,34475.0,L,,,,,,K.McNamara,3,3
DENTHYG 3140,,34290.0,L,,M,830A-0920,PH1160,,H.Emam,35,35
DENTHYG 3150,,34291.0,L,,M,235P-0430,PH3089A,,"R.Henderson, J.Bishop",35,35
DENTHYG 3150,,34436.0,L,,,,ONLINE,,,0,20
DENTHYG 3160,,34484.0,L,,W,830A,PH3089A,,B.Wright,35,35
DENTHYG 3170,,34287.0,L,,M,930A,PH3089A,,S.Schricker,35,35
DENTHYG 3230,,34292.0,L,,W,935A-1130,PH3089A,,D.Messina,35,35
DENTHYG 3870,,37045.0,L,,,,ONLINE,,{7W2} D.Messina,15,30
DENTHYG 4220,,34293.0,L,,F,935A-1130,PH3089A,,"{7W1} R.Henderson, L.Sinicropi",34,35
DENTHYG 4240,,34294.0,L,,F,145P-0340,,,,0,32
DENTHYG 4240,,34437.0,L,,,,ONLINE,,,0,20
DENTHYG 4250,,34491.0,L,,F,230P-0225,PH3089A,,D.Messina,34,35
DENTHYG 4340,,34430.0,C,,F,830A,PH3089A,,I.Novopoltseva,34,35
DENTHYG 4420,,34295.0,L,,,,ONLINE,,,0,32
DENTHYG 4420,,34301.0,L,,,,ONLINE,,,0,20
DENTHYG 4430,,34296.0,F,,,,,,D.Kissell,28,35
DENTHYG 4430,,34502.0,F,,,,ONLINE,,{7W2},0,0
DENTHYG 4430,,34297.0,F,,,,ONLINE,,D.Kissell,2,20
DENTHYG 4630,,34298.0,L,,,,ONLINE,,J.Bishop,15,30
DENTHYG 4750,,34299.0,C,,,,,,B.Wright,7,20
DENTHYG 4760,,34300.0,B,,R,730A-1130,PH0005H,,B.Wright,7,20
DENTHYG 4870,,37046.0,L,,,,ONLINE,,{7W1} J.Bishop,14,30
DENTHYG 4880,,37047.0,L,,,,ONLINE,,E.Chartier,3,35
DENTHYG 6000,,34464.0,L,,,,ONLINE,,D.Kissell,4,10
DENTHYG 6450,,34283.0,L,,,,ONLINE,,D.Rulli,3,10
DENTHYG 7100,,34284.0,L,,,,ONLINE,,D.Rulli,3,10
DENTHYG 7300,,34483.0,L,,,,ONLINE,,R.Kearney,5,10
ESEADM 6189.01,,14488.0,F,,,,,,J.Good,8,30
ESEADM 6189.02,,14489.0,F,,,,,,J.Good,4,30
ESEADM 6189.03,,14490.0,F,,,,,,J.Good,4,30
ESEADM 6362,,35088.0,L,,R,410P-0650,ONLINE,,J.Schwanke,21,30
ESEADM 6366,,15563.0,L,,T,410P-0650,ONLINE,,S.Sweetland,14,30
ESEADM 7189,,14480.0,F,,,,,,J.Good,5,30
ESEADM 7350,,14515.0,L,,W,410P-0650,ONLINE,,D.Fultz,14,10
ESEADM 7350,,37203.0,L,,,,ONLINE,,S.Watkins,20,30
ESEADM 7356,,15862.0,L,,W,410P-0650,ONLINE,,{7W1} J.Schwanke,15,25
ESEADM 7364,,14478.0,L,,R,410P-0650,ONLINE,,S.Sweetland,10,30
ESEADM 8317,,14479.0,L,,M,410P-0650,RA0115,,T.Walker,31,31
ESEADM 8356,,35090.0,L,,W,410P-0650,ONLINE,,S.Sweetland,13,30
ESEADM 8375,,15564.0,L,,T,410P-0650,RA0166,,M.Khalifa,21,30
ESEADM 8375,,35089.0,L,,,,ONLINE,,,0,30
ESEADM 8375,,37573.0,L,,,,,,F.Oskay,14,30
VMCOLL 6200,,6182.0,F,,,,,,"S.McCready, A.Williams",168,175
VMCOLL 6210,,6187.0,L,,,,,,"J.Masty, J.Reddish, C.Frasure, A.Gardner, N.Inpanbutr, R.Jennings, A.Niehaus, E.Runcan, C.Premanandan, J.W",168,175
VMCOLL 6220,,6183.0,L,,,,,,M.Matusicky,168,175
VMCOLL 6410,,6190.0,L,,,,,,"A.Gardner, J.Reddish",161,175
VMCOLL 6420,,6193.0,L,,,,,,A.Marsh,161,175
VMCOLL 6560,,37776.0,L,,,,,,{7W1} T.Aarnes,158,170
VMCOLL 6610.02,,6144.0,B,,,,,,,0,30
VMCOLL 6610.02,,6145.0,B,,,,,,,0,30
VMCOLL 6610.02,,6146.0,B,,,,,,,0,30
VMCOLL 6610.02,,6001.0,B,,,,,,,0,30
VMCOLL 6611,,5997.0,L,,,,,,,0,170
VMCOLL 6613.02,,6184.0,L,,,,,,M.Kelleher,83,90
VMCOLL 6613.02,,6185.0,L,,,,,,M.Kelleher,85,90
VMCOLL 6613.04,,6197.0,L,,,,,,"M.Wisecup, M.Bechtold, S.Parkinson, A.Niehaus, M.Schreeg, A.Habing, J.Nolting, L.Hostnik, R.Burge, E.Stamb",81,90
VMCOLL 6613.04,,6198.0,L,,,,,,"M.Wisecup, M.Schreeg, J.Rhinehart, S.Parkinson, J.Nolting, A.Niehaus, L.Hostnik, A.Habing, R.Burge, M.Bech",80,90
VMCOLL 6613.06,,37852.0,L,,,,,,{7W1} M.Wisecup,80,90
VMCOLL 6613.06,,37853.0,L,,,,,,{7W1} M.Wisecup,78,90
VMCOLL 6614.04,,6180.0,L,,,,,,"J.Gonya, A.Williams",161,175
VMCOLL 6614.06,,5999.0,L,,,,,,,0,0
VMCOLL 6615.02,,6186.0,L,,,,,,"D.Jenks, J.Lapsley",168,175
VMCOLL 6615.04,,6194.0,L,,,,,,"D.Jenks, G.Durbin",161,175
VMCOLL 6616.02,,6113.0,B,,,,,,"E.Read, L.Bednarski (SI), T.Motta (SI), A.Bowman (SI), E.Feyes, M.Masterson, S.McCready (SI), K.Timko (SI)",20,70
VMCOLL 6616.02,,6130.0,B,,,,,,"E.Feyes, M.Masterson, K.Timko (SI), T.Motta (SI), E.Read (SI), S.McCready (SI), L.Bednarski (SI), A.Bowman",22,70
VMCOLL 6616.02,,6131.0,B,,,,,,"E.Feyes, M.Masterson, K.Timko (SI), T.Motta (SI), E.Read (SI), S.McCready (SI), A.Bowman (SI), L.Bednarski",20,70
VMCOLL 6616.02,,6132.0,B,,,,,,"E.Feyes, M.Masterson, T.Motta (SI), K.Timko (SI), E.Read (SI), S.McCready (SI), A.Bowman (SI), L.Bednarski",21,70
VMCOLL 6616.02,,6168.0,B,,,,,,"B.Jordan, E.Feyes, J.Lapsley, D.Barry, H.VILLA, K.Timko, E.Read, T.Motta, K.Miles, Z.Arthur, S.McCready, M",20,70
VMCOLL 6616.02,,6169.0,B,,,,,,"E.Feyes, B.Jordan, J.Lapsley, D.Barry, H.VILLA, K.Timko, E.Read, T.Motta, K.Miles, S.McCready, M.Masterson",22,70
VMCOLL 6616.02,,6170.0,B,,,,,,"E.Feyes, B.Jordan, J.Lapsley, D.Barry, H.VILLA, K.Timko, E.Read, T.Motta, K.Miles, S.McCready, M.Masterson",22,70
VMCOLL 6616.02,,6171.0,B,,,,,,"E.Feyes, B.Jordan, J.Lapsley, D.Barry, H.VILLA, K.Timko, E.Read, T.Motta, K.Miles, S.McCready, M.Masterson",21,70
VMCOLL 6616.04,,6114.0,B,,W,,,,"M.Matusicky, E.Runcan",21,70
VMCOLL 6616.04,,6133.0,B,,W,,,,"M.Matusicky, E.Runcan",20,70
VMCOLL 6616.04,,6134.0,B,,W,,,,"M.Matusicky, E.Runcan",20,70
VMCOLL 6616.04,,6135.0,B,,W,,,,"M.Matusicky, E.Runcan",20,70
VMCOLL 6616.04,,36608.0,B,,W,,,,"E.Runcan, M.Matusicky",20,70
VMCOLL 6616.04,,36609.0,B,,W,,,,"E.Runcan, M.Matusicky",20,70
VMCOLL 6616.04,,36610.0,B,,W,,,,"E.Runcan, M.Matusicky",20,70
VMCOLL 6616.04,,36611.0,B,,W,,,,"E.Runcan, M.Matusicky",20,70
VMCOLL 6616.06,,6136.0,B,,,,,,,0,0
VMCOLL 6616.06,,6137.0,B,,,,,,,0,0
VMCOLL 6616.06,,6138.0,B,,,,,,,0,0
VMCOLL 6616.06,,6139.0,B,,,,,,,0,0
VMCOLL 6616.06,,6140.0,B,,,,,,"E.Runcan, M.Matusicky",0,0
VMCOLL 6616.06,,6141.0,B,,,,,,"E.Runcan, M.Matusicky",0,0
VMCOLL 6616.06,,6142.0,B,,,,,,"E.Runcan, M.Matusicky",0,0
VMCOLL 6616.06,,6143.0,B,,,,,,"E.Runcan, M.Matusicky",0,0
VMCOLL 7190.01,,6042.0,F,,,,,,E.Read,164,175
VMCOLL 7190.01,,6043.0,F,,,,,,E.Read,0,175
VMCOLL 7190.01,,6048.0,F,,,,,,S.Johnson,0,30
VMCOLL 7190.01,,6065.0,F,,,,,,,1,10
VMCOLL 7190.01,,6120.0,F,,,,,,{7W2} E.Read,159,165
VMCOLL 7190.02,,6049.0,F,,,,,,E.Read,0,25
VMCOLL 7190.02,,6050.0,F,,,,,,S.Johnson,0,25
VMCOLL 7190.02,,6051.0,F,,,,,,S.Johnson,0,25
VMCOLL 7190.02,,6103.0,F,,,,,,S.Johnson,0,25
VMCOLL 7190.02,,6104.0,F,,,,,,S.Johnson,0,25
VMCOLL 7190.02,,6105.0,F,,,,,,S.Johnson,0,25
VMCOLL 7200,,6191.0,L,,,,,,E.Read,168,175
VMCOLL 7400,,6192.0,L,,,,,,E.Read,161,175
VMCOLL 7526,,5998.0,L,,,,,,,0,0
VMCOLL 7600,,37777.0,L,,,,,,{7W1} E.Read,158,170
VMCOLL 7615.01,,6000.0,B,,,,,,,0,50
VMCOLL 7615.01,,6125.0,B,,,,,,,0,50
VMCOLL 7615.01,,6126.0,B,,,,,,,0,50
VMCOLL 7615.01,,6127.0,B,,,,,,,0,50
VMCOLL 7615.01,,6128.0,B,,,,,,,0,50
VMCOLL 7615.01,,6129.0,B,,,,,,,0,50
VMCOLL 7615.01,,6158.0,B,,,,,,,0,50
VMCOLL 7615.01,,6159.0,B,,,,,,,0,50
ECE 2020,,9525.0,L,,M W F,240P,HI0131,,M.Pulcherio,252,400
ECE 2020,,9526.0,B,,R,230P-0530,CL0237,,,96,100
ECE 2020,,9527.0,B,,,,,,,0,80
ECE 2020,,9528.0,B,,M,230P-0530,CL0237,,J.Asare Boateng (LA),49,80
ECE 2020,,9559.0,B,,R,800A-1100,CL0237,,J.Asare Boateng,52,80
ECE 2020,,11790.0,B,,R,545P-0845,CL0237,,A.Etcibasi (LA),55,80
ECE 2027,,9538.0,B,,R,230P-0530,CL0237,,,1,5
ECE 2050,,9529.0,L,,M W F,150P,DL0113,,B.Clymer,179,180
ECE 2050,,9530.0,B,,M,800A-1100,CL0237,,S.Ataei Kachooei (LA),76,90
ECE 2050,,9531.0,B,,T,545P-0845,CL0237,,S.Ataei Kachooei (LA),103,102
ECE 2060,,9447.0,L,,,,,,,0,0
ECE 2060,,12424.0,L,,M W F,130A,HI0131,,A.Phillips,537,580
ECE 2060,,9448.0,B,,T,800A-1100,CL0237,,,100,100
ECE 2060,,9449.0,B,,T,115A-0215,CL0237,,S.Lang (LA),101,102
ECE 2060,,9450.0,B,,W,800A-1100,CL0237,,H.Kanj (LA),99,102
ECE 2060,,9560.0,B,,W,545P-0845,CL0237,,S.Lang (LA),102,102
ECE 2060,,9564.0,B,,F,800A-1100,CL0237,,H.Kanj (LA),88,100
ECE 2060,,12381.0,B,,W,230P-0530,CL0237,,S.Lang (LA),47,90
ECE 2067,,9539.0,B,,T,800A-1100,CL0237,,,0,10
ECE 2300,,9532.0,L,,T R,500P-0620,EL1008,,M.Pulcherio,226,227
ECE 2300,,9350.0,B,,M,115A-0215,CL0237,,A.Vedula (LA),23,80
ECE 2300,,9351.0,B,,M,545P-0845,CL0237,,A.Vedula (LA),101,102
ECE 2300,,9415.0,B,,R,115A-0215,CL0237,,A.Vedula (LA),102,102
ECE 2360,,11871.0,L,,M W F,020A,FL1000,,M.Andrews,55,140
ECE 2360,,12702.0,L,,M W F,240P,HI0324,,M.Andrews,110,110
ECE 2560,,8593.0,L,,W F,410P,DL0113,,I.Eryilmaz,149,180
ECE 2560,,36726.0,L,,W F,410P,ONLINE,,I.Eryilmaz,70,70
ECE 3010,,8595.0,L,,M W F,130A,JR0270,,K.Sertel,48,70
ECE 3010,,9570.0,L,,M W F,910A,SOE0040,,J.Lee,48,80
ECE 3020,,9347.0,L,,M W F,020A,PA0010,,S.Bibyk,67,90
ECE 3020,,11237.0,L,,M W F,240P,DL0113,,T.Musah,114,160
ECE 3027,,8599.0,B,,R,800A-1100,CL0234,,J.Vannest,10,30
ECE 3027,,9561.0,B,,T,115A-0215,CL0234,,J.Vannest,30,30
ECE 3027,,9562.0,B,,R,115A-0215,CL0234,,J.Vannest,28,30
ECE 3027,,9563.0,B,,T,545P-0845,CL0234,,S.Venkatesan,21,30
ECE 3027,,11657.0,B,,T,230P-0530,CL0234,,S.Venkatesan,21,30
ECE 3027,,11877.0,B,,R,230P-0530,CL0234,,S.Venkatesan,27,30
ECE 3030,,8662.0,L,,M W F,300P,SOE0040,,S.Arafin,33,75
ECE 3030,,9553.0,L,,M W F,240P,CL0120,,L.Brillson,53,60
ECE 3040,,11236.0,L,,M W F,020A,JR0251,,M.Illindala,54,85
ECE 3040,,12337.0,L,,,,,,,0,85
ECE 3047,,8597.0,L,,T,800A,DL0369,,M.Fathizadan,21,24
ECE 3047,,9304.0,B,( 8597),T,900A-1130,CL0071,,M.Fathizadan,10,12
ECE 3047,,11421.0,B,,T,400P-0630,CL0071,,M.Fathizadan,11,12
ECE 3050,,8594.0,L,,M W F,130A,SOE0024,,J.Lee,47,75
ECE 3050,,9571.0,L,,M W F,300P,SM1009,,L.Potter,83,85
ECE 3551,,8596.0,L,,M W F,150P,HI0035,,M.Pulcherio,48,100
ECE 3561,,8598.0,L,,M W F,130A,FL1000,,E.Ekici,114,120
ECE 3561,,12423.0,L,,,,,,,0,60
ECE 3567,,9305.0,B,,T,230P-0530,CL0237,,G.Chapman,104,101
ECE 3567,,38156.0,B,,F,230P-0530,,,,0,0
ECE 3906,,11742.0,L,,T R,935A-1055,SH0235,,M.Andrews,41,40
ECE 3906,,11743.0,B,,T,110A,ML0100,,A.Phillips,41,40
ECE 3906,,12434.0,L,,T R,245P-0205,JR0270,,P.Berger,35,40
ECE 3906,,12435.0,B,,R,110A,DB0080,,A.Phillips,35,40
ECE 3906,,11744.0,L,,T R,220P-0340,RA0009,,M.Andrews,7,40
ECE 3906,,11745.0,B,,R,245P,MP2019,,A.Phillips,7,40
ECE 4567,,36177.0,L,,,,,,,0,30
ECE 4567,,36178.0,B,,,,,,,0,30
ECE 4905,,11232.0,B,,T R,110A-1230,SOE0024,,S.Zia,50,40
ECE 4905,,12433.0,B,,T R,935A-1055,SOE0024,,S.Zia,38,40
ECE 4905,,11276.0,B,,T R,245P-0205,SOE0024,,S.Zia,38,40
ECE 4905,,12436.0,B,,T R,220P-0340,SON0054,,W.Villarroel,16,40
ECE 4905,,11277.0,B,,T R,355P-0515,CH0240,,A.Nechiyil,23,40
ECE 4905H,,11775.0,B,,,,,,B.Clymer,0,20
ECE 4905H,,11776.0,B,,,,,,,0,0
ECE 4905H,,11777.0,B,,,,,,,0,0
ECE 4905H,,11778.0,B,,,,,,,0,0
ECE 4905H,,11779.0,B,,,,,,,0,0
ECE 4998.01,,11631.0,I,,M W F,240P,,,S.Bibyk,0,46
ECE 5011,,9306.0,L,,M W F,150P,JR0371,,A.Kiourti,19,25
ECE 5011,,9303.0,L,,M W F,150P,JR0371,,A.Kiourti,6,10
ECE 5011,,9572.0,L,,,,ONLINE,,A.Kiourti,0,0
ECE 5012,,9410.0,L,,M W F,130A,CL0133,,R.Reano,11,18
ECE 5012,,9409.0,L,,M W F,130A,CL0133,,R.Reano,1,15
ECE 5013,,9349.0,L,,M W F,910A,BE0188,,J.Johnson,25,30
ECE 5013,,9348.0,L,,M W F,910A,BE0188,,J.Johnson,7,10
ECE 5013,,9451.0,L,,,,ONLINE,,J.Johnson,0,0
ECE 5021,,9583.0,L,,M W F,410P,DL0266,,A.Fayed,19,25
ECE 5021,,9582.0,L,,M W F,410P,DL0266,,A.Fayed,5,10
ECE 5027,,9537.0,B,,,,CL0305,,E.Embarak (LA),17,20
ECE 5027,,37215.0,L,,M W F,020A-1120,CL0137,,P.Roblin,17,15
ECE 5027,,9536.0,B,,,,CL0305,,E.Embarak (LA),12,15
ECE 5027,,37214.0,L,,M W F,020A-1120,CL0137,,P.Roblin,12,15
ECE 5031,,9346.0,L,,M W F,240P,DL0369,,W.Lu,22,30
ECE 5031,,9345.0,L,,M W F,240P,DL0369,,W.Lu,4,10
ECE 5041,,9446.0,L,,M W F,020A,FL2040,,J.Zhang,67,65
ECE 5041,,9445.0,L,,M W F,020A,FL2040,,J.Zhang,4,10
ECE 5047,,34919.0,L,,W F,150P,CH0218,,J.Wang,24,32
ECE 5047,,34922.0,B,,T,230P-0230,DL0061,,J.Wang,7,6
ECE 5047,,34923.0,B,,R,930A-1130,DL0061,,P.Fu,6,6
ECE 5047,,34924.0,B,,R,230P-0230,DL0061,,N.Adina,7,6
ECE 5047,,34925.0,B,,R,300P-0500,DL0061,,N.Adina,4,6
ECE 5047,,34913.0,L,,W F,150P,CH0218,,J.Wang,11,15
ECE 5047,,34915.0,B,,T,230P-0230,DL0061,,J.Wang,3,4
ECE 5047,,34916.0,B,,R,930A-1130,DL0061,,P.Fu,2,4
ECE 5047,,34917.0,B,,R,230P-0230,DL0061,,N.Adina,3,4
ECE 5047,,34918.0,B,,R,300P-0500,DL0061,,N.Adina,3,4
ECE 5050,,8123.0,L,,M W F,150P,CZ0150,,B.Dakhil,65,69
ECE 5050,,8122.0,L,,M W F,150P,CZ0150,,B.Dakhil,9,11
ECE 5078,,11831.0,L,,T R,935A-1055,DL0264,,S.Krishna,11,20
ECE 5078,,11830.0,L,,T R,935A-1055,DL0264,,S.Krishna,4,20
ECE 5101,,11751.0,L,,T R,355P-0515,CL0120,,J.Liu,7,25
ECE 5101,,11750.0,L,,T R,355P-0515,CL0120,,J.Liu,13,18
ECE 5206,,9533.0,L,,M W F,020A,DL0264,,B.Clymer,7,20
ECE 5206,,12088.0,L,,,,ONLINE,,B.Clymer,11,20
ECE 5206,,9452.0,L,,M W F,020A,DL0264,,B.Clymer,6,20
ECE 5206,,9535.0,L,,,,ONLINE,,B.Clymer,0,0
ECE 5227,,34558.0,L,,M W F,520P,DL0266,,A.Fayed,13,20
ECE 5227,,34566.0,B,,M,245P-0245,CL0234,,R.Milner (LA),13,20
ECE 5227,,34557.0,L,,M W F,520P,DL0266,,A.Fayed,9,20
ECE 5227,,34562.0,B,,M,245P-0245,CL0234,,R.Milner (LA),9,20
ECE 5307,,9581.0,L,,M W F,410P,SOE0004,,P.Schniter,35,50
ECE 5307,,11241.0,B,,,,ONLINE,,S.Shastri (LA),35,50
ECE 5307,,11239.0,L,,M W F,410P,SOE0004,,P.Schniter,15,20
ECE 5307,,11240.0,B,,,,ONLINE,,S.Shastri (LA),15,20
ECE 5362,,9307.0,L,,M W F,020A,HI0031,,X.Wang,76,80
ECE 5362,,9302.0,L,,M W F,020A,HI0031,,X.Wang,3,20
ECE 5463,,9589.0,L,,T R,220P-0340,MP1015,,Y.A,23,24
ECE 5463,,9588.0,L,,T R,220P-0340,MP1015,,Y.A,6,12
ECE 5466,,11243.0,L,,M W F,150P,BE0144,,X.Wang,25,30
ECE 5466,,11242.0,L,,M W F,150P,BE0144,,X.Wang,12,20
ECE 5537,,12775.0,L,,W F,300P,CL0109,,W.Lu,12,12
ECE 5537,,12776.0,B,,T,100P-0500,CL0305,,Y.Xu,4,4
ECE 5537,,12777.0,B,,R,100P-0500,CL0305,,L.Jiang,2,2
ECE 5537,,37357.0,B,,T,500P-0900,CL0305,,Y.Xu,2,2
ECE 5537,,37358.0,B,,R,500P-0900,CL0305,,L.Jiang,2,2
ECE 5537,,37957.0,B,,M,500P-0900,CL0305,,"L.Jiang, Y.Xu",2,2
ECE 5537,,12772.0,L,,W F,300P,CL0109,,W.Lu,6,9
ECE 5537,,12773.0,B,,T,100P-0500,CL0305,,Y.Xu,1,3
ECE 5537,,12774.0,B,,R,100P-0500,CL0305,,L.Jiang,2,3
ECE 5537,,37355.0,B,,T,500P-0900,CL0305,,Y.Xu,1,2
ECE 5537,,37356.0,B,,R,500P-0900,CL0305,,L.Jiang,1,2
ECE 5537,,37956.0,B,,M,500P-0900,CL0305,,"L.Jiang, Y.Xu",1,2
ECE 5553,,9585.0,L,,M W F,240P,FL2020,,L.Guvenc,24,30
ECE 5553,,9584.0,L,,M W F,240P,FL2020,,L.Guvenc,12,20
ECE 5553,,37366.0,L,,,,ONLINE,,L.Guvenc,1,0
ECE 5553,,9587.0,L,,,,ONLINE,,L.Guvenc,0,5
ECE 5554,,34775.0,L,,T R,220P-0340,DU0020,,L.Fiorentini,7,8
ECE 5554,,12778.0,L,,T R,220P-0340,DU0020,,L.Fiorentini,14,14
ECE 5554,,34776.0,L,,,,ONLINE,,L.Fiorentini,1,5
ECE 5554,,36905.0,L,,,,ONLINE,,L.Fiorentini,0,0
ECE 5560,,34778.0,L,,M W,520P-0640,ONLINE,,X.Zhang,35,60
ECE 5560,,34777.0,L,,M W,520P-0640,ONLINE,,X.Zhang,11,20
ECE 5561,,11312.0,L,,M W F,130A,ONLINE,,I.Eryilmaz,85,81
ECE 5561,,11311.0,L,,M W F,130A,ONLINE,,I.Eryilmaz,13,13
ECE 5833,,34780.0,L,,M W F,150P,DL0369,,P.Berger,15,20
ECE 5833,,34779.0,L,,M W F,150P,DL0369,,P.Berger,6,15
ECE 6070,,9444.0,L,,T R,110A-1230,BE0180,,W.Villarroel,15,49
ECE 6202,,34783.0,L,,T R,110A-1230,DL0369,,K.Lee,11,40
ECE 6500,,34784.0,L,,T R,245P-0205,DL0266,,A.Eryilmaz,23,40
ECE 6531,,9534.0,L,,T R,935A-1055,SOE0001,,S.Rajan,18,35
ECE 6535,,11244.0,L,,T R,110A-1230,CL0277,,H.Zhao,13,30
ECE 6541,,34785.0,L,,T R,935A-1055,CL0133,,M.Illindala,13,30
ECE 6750,,11756.0,L,,,,,,,0,65
ECE 7001,,9301.0,L,,T R,355P-0515,CL0109,,C.Koksal,10,25
ECE 7005,,34786.0,L,,T R,220P-0340,CL0109,,A.Yener,11,20
ECE 7011,,34787.0,L,,T R,935A-1055,CL0102,,F.Teixeira,9,20
ECE 7032,,34788.0,L,,,,,,,0,0
ECE 7202,,12405.0,L,,T R,935A-1055,SOE0040,,A.Eryilmaz,43,65
ECE 7402,,37948.0,L,,T R,110A-1230,EC0326,,R.Qin,7,7
ECE 7821,,34789.0,L,,T R,110A-1230,EC0243,,S.Bibyk,27,28
ECE 8850,,37958.0,L,,M W,110A-1230,SM2186,,D.Goswami,2,5
ECE 8862,,34790.0,L,,T R,245P-0205,CL0102,,M.Brocanelli,9,20
ECE 8891,,9189.0,S,,,,,,B.Anderson,0,20
ECE 8891,,9574.0,S,,,,,,C.YARDIM,0,20
ECE 8891,,9190.0,S,,,,,,P.Berger,1,20
ECE 8891,,9191.0,S,,,,,,S.Bibyk,1,20
ECE 8891,,9192.0,S,,,,,,L.Brillson,0,20
ECE 8891,,9334.0,S,,,,,,R.Burkholder,0,20
ECE 8891,,9193.0,S,,,,,,S.Krishna,0,20
ECE 8891,,9194.0,S,,,,,,C.Chen,1,20
ECE 8891,,9427.0,S,,,,,,A.Kiourti,0,20
ECE 8891,,9195.0,S,,,,,,B.Clymer,0,20
ECE 8891,,9196.0,S,,,,,,B.Coifman,0,20
ECE 8891,,9197.0,S,,,,,,A.Agarwal,1,20
ECE 8891,,9198.0,S,,,,,,E.Ekici,0,20
ECE 8891,,9199.0,S,,,,,,H.Elgamal,0,20
ECE 8891,,9200.0,S,,,,,,E.Ertin,2,20
ECE 8891,,9201.0,S,,,,,,A.Eryilmaz,0,20
ECE 8891,,9202.0,S,,,,,,A.Fayed,2,20
ECE 8891,,9374.0,S,,,,,,L.GUO,0,20
ECE 8891,,9453.0,S,,,,,,I.Gupta,0,20
ECE 8891,,9203.0,S,,,,,,M.Illindala,1,20
ECE 8891,,9204.0,S,,,,,,J.Johnson,1,20
ECE 8891,,9205.0,S,,,,,,K.Lee,1,20
ECE 8891,,9206.0,S,,,,,,W.Khalil,0,20
